id,team_id,five_yr_hs_commit,five_yr_hs_signed,five_yr_draft,bonus_value,signing_bonus_percent,perc_hs_school,stand_hs_school,committed_year
65,65,3,0,1,275000,0.802,0,0,0
66,66,2,0,0,0,0.001,0,0,0
67,67,0,0,0,0,0.001,0,0,0
68,68,0,0,0,0,0.001,0,0,0
69,69,0,0,0,0,0.001,0,0,0
70,70,0,0,0,0,0.001,0,0,0
71,71,0,0,0,0,0.001,0,0,0
72,72,0,0,0,0,0.001,0,0,0
73,73,0,0,0,0,0.001,0,0,0
74,74,0,0,0,0,0.001,0,0,0
75,75,0,0,0,0,0.001,0,0,0
76,76,0,0,0,0,0.001,0,0,0
77,77,9,1,1,75000,0.709,0,0,0
78,78,3,0,1,150000,0.751,0,0,0
79,79,0,0,2,222500,0.787,0,0,0
80,80,0,0,0,0,0.001,0,0,0
81,81,0,0,0,0,0.001,0,0,0
82,82,0,0,0,0,0.001,0,0,0
83,83,0,0,0,0,0.001,0,0,0
84,84,0,0,0,0,0.001,0,0,0
85,85,0,0,0,0,0.001,0,0,0
86,86,0,0,0,0,0.001,0,0,0
87,87,16,2,11,7707100,0.957,0,0,0
88,88,0,0,0,0,0.001,0,0,0
89,89,0,0,1,150000,0.751,0,0,0
90,90,6,0,3,335000,0.814,0,0,0
91,91,0,0,0,0,0.001,0,0,0
92,92,0,0,0,0,0.001,0,0,0
93,93,0,0,0,0,0.001,0,0,0
94,94,0,0,0,0,0.001,0,0,0
95,95,0,0,0,0,0.001,0,0,0
96,96,3,0,0,0,0.001,0,0,0
97,97,4,0,4,850500,0.87,0,0,0
98,98,2,0,1,569700,0.847,0,0,0
99,99,0,0,0,0,0.001,0,0,0
100,100,1,0,0,0,0.001,0,0,0
101,101,14,2,6,761950,0.867,0,0,0
102,102,0,0,0,0,0.001,0,0,0
103,103,0,0,0,0,0.001,0,0,0
104,104,0,0,0,0,0.001,0,0,0
105,105,10,1,13,9197600,0.966,0,0,0
106,106,0,0,1,150000,0.751,0,0,0
107,107,0,0,0,0,0.001,0,0,0
108,108,0,0,0,0,0.001,0,0,0
109,109,15,0,8,1306900,0.898,0,0,0
110,110,0,0,0,0,0.001,0,0,0
111,111,0,0,0,0,0.001,0,0,0
112,112,0,0,0,0,0.001,0,0,0
113,113,0,0,0,0,0.001,0,0,0
114,114,21,2,15,8400800,0.96,0,0,0
115,115,0,0,0,0,0.001,0,0,0
116,116,6,1,7,6122500,0.948,0,0,0
117,117,0,0,0,0,0.001,0,0,0
118,118,0,0,0,0,0.001,0,0,0
119,119,0,0,0,0,0.001,0,0,0
120,120,13,2,10,7620000,0.955,0,0,0
121,121,0,0,2,572500,0.848,0,0,0
122,122,0,0,0,0,0.001,0,0,0
123,123,0,0,0,0,0.001,0,0,0
124,124,0,0,0,0,0.001,0,0,0
125,125,0,0,0,0,0.001,0,0,0
126,126,0,0,0,0,0.001,0,0,0
127,127,0,0,0,0,0.001,0,0,0
128,128,0,0,0,0,0.001,0,0,0
129,129,0,0,0,0,0.001,0,0,0
130,130,0,0,0,0,0.001,0,0,0
131,131,0,0,0,0,0.001,0,0,0
132,132,0,0,0,0,0.001,0,0,0
133,133,0,0,0,0,0.001,0,0,0
134,134,0,0,0,0,0.001,0,0,0
135,135,7,0,3,420000,0.828,0,0,0
136,136,0,0,0,0,0.001,0,0,0
137,137,1,0,5,1742200,0.907,0,0,0
138,138,3,0,3,230000,0.792,0,0,0
139,139,0,0,1,75000,0.709,0,0,0
140,140,0,0,0,0,0.001,0,0,0
141,141,0,0,0,0,0.001,0,0,0
142,142,0,0,1,1200000,0.888,0,0,0
143,143,0,0,0,0,0.001,0,0,0
144,144,2,0,2,275000,0.802,0,0,0
145,145,6,0,11,3248900,0.926,0,0,0
146,146,0,0,0,0,0.001,0,0,0
147,147,0,0,0,0,0.001,0,0,0
148,148,0,0,0,0,0.001,0,0,0
149,149,0,0,0,0,0.001,0,0,0
150,150,0,0,0,0,0.001,0,0,0
151,151,0,0,0,0,0.001,0,0,0
152,152,18,3,3,750200,0.866,0,0,0
153,153,0,0,0,0,0.001,0,0,0
154,154,0,0,0,0,0.001,0,0,0
155,155,0,0,0,0,0.001,0,0,0
156,156,0,0,0,0,0.001,0,0,0
157,157,0,0,0,0,0.001,0,0,0
158,158,0,0,0,0,0.001,0,0,0
159,159,0,0,0,0,0.001,0,0,0
160,160,59,11,19,7905700,0.958,0,0,0
161,161,0,0,0,0,0.001,0,0,0
162,162,0,0,0,0,0.001,0,0,0
163,163,23,2,10,4817500,0.94,0,0,0
164,164,0,0,0,0,0.001,0,0,0
165,165,0,0,0,0,0.001,0,0,0
166,166,0,0,0,0,0.001,0,0,0
167,167,16,1,2,1831200,0.91,0,0,0
168,168,0,0,0,0,0.001,0,0,0
169,169,0,0,0,0,0.001,0,0,0
170,170,0,0,0,0,0.001,0,0,0
171,171,1,0,0,0,0.001,0,0,0
172,172,2,0,3,235000,0.793,0,0,0
173,173,3,0,1,150000,0.751,0,0,0
174,174,3,0,0,0,0.001,0,0,0
175,175,0,0,0,0,0.001,0,0,0
176,176,0,0,1,50000,0.697,0,0,0
177,177,0,0,0,0,0.001,0,0,0
178,178,0,0,0,0,0.001,0,0,0
179,179,0,0,0,0,0.001,0,0,0
180,180,0,0,0,0,0.001,0,0,0
181,181,2,0,0,0,0.001,0,0,0
182,182,3,0,0,0,0.001,0,0,0
183,183,0,0,0,0,0.001,0,0,0
184,184,0,0,0,0,0.001,0,0,0
185,185,0,0,0,0,0.001,0,0,0
186,186,9,0,3,683925,0.859,0,0,0
187,187,0,0,0,0,0.001,0,0,0
188,188,0,0,2,297500,0.806,0,0,0
189,189,0,0,0,0,0.001,0,0,0
190,190,2,0,4,1272500,0.894,0,0,0
191,191,0,0,0,0,0.001,0,0,0
192,192,0,0,0,0,0.001,0,0,0
193,193,0,0,0,0,0.001,0,0,0
194,194,0,0,0,0,0.001,0,0,0
195,195,0,0,2,7025000,0.952,0,0,0
196,196,3,0,1,125000,0.73,0,0,0
197,197,0,0,0,0,0.001,0,0,0
198,198,8,0,4,995000,0.883,0,0,0
199,199,0,0,0,0,0.001,0,0,0
200,200,12,0,4,172500,0.77,0,0,0
201,201,24,5,17,4125300,0.934,0,0,0
202,202,0,0,0,0,0.001,0,0,0
203,203,0,0,0,0,0.001,0,0,0
204,204,3,0,0,0,0.001,0,0,0
205,205,0,0,1,150000,0.751,0,0,0
206,206,0,0,0,0,0.001,0,0,0
207,207,0,0,0,0,0.001,0,0,0
208,208,0,0,0,0,0.001,0,0,0
209,209,0,0,0,0,0.001,0,0,0
210,210,0,0,0,0,0.001,0,0,0
211,211,0,0,0,0,0.001,0,0,0
212,212,0,0,0,0,0.001,0,0,0
213,213,0,0,0,0,0.001,0,0,0
214,214,0,0,0,0,0.001,0,0,0
215,215,1,0,0,0,0.001,0,0,0
216,216,0,0,0,0,0.001,0,0,0
217,217,50,7,20,9020200,0.964,0,0,0
218,218,0,0,0,0,0.001,0,0,0
219,219,0,0,0,0,0.001,0,0,0
220,220,43,3,14,11827320,0.974,0,0,0
221,221,0,0,0,0,0.001,0,0,0
222,222,0,0,1,125000,0.73,0,0,0
223,223,0,0,0,0,0.001,0,0,0
224,224,0,0,0,0,0.001,0,0,0
225,225,0,0,0,0,0.001,0,0,0
226,226,0,0,0,0,0.001,0,0,0
227,227,2,1,4,3462500,0.927,0,0,0
228,228,7,0,2,207500,0.785,0,0,0
229,229,2,0,3,352500,0.819,0,0,0
230,230,0,0,0,0,0.001,0,0,0
231,231,0,0,0,0,0.001,0,0,0
232,232,0,0,0,0,0.001,0,0,0
233,233,0,0,0,0,0.001,0,0,0
234,234,0,0,0,0,0.001,0,0,0
235,235,0,0,0,0,0.001,0,0,0
236,236,0,0,0,0,0.001,0,0,0
237,237,0,0,0,0,0.001,0,0,0
238,238,0,0,0,0,0.001,0,0,0
239,239,7,0,3,487000,0.834,0,0,0
240,240,1,0,0,0,0.001,0,0,0
241,241,0,0,0,0,0.001,0,0,0
242,242,0,0,0,0,0.001,0,0,0
243,243,0,0,0,0,0.001,0,0,0
244,244,0,0,0,0,0.001,0,0,0
245,245,0,0,0,0,0.001,0,0,0
246,246,0,0,0,0,0.001,0,0,0
247,247,1,0,0,0,0.001,0,0,0
248,248,3,0,3,962500,0.881,0,0,0
249,249,0,0,0,0,0.001,0,0,0
250,250,4,0,1,125000,0.73,0,0,0
251,251,2,0,3,205000,0.784,0,0,0
252,252,0,0,0,0,0.001,0,0,0
253,253,0,0,0,0,0.001,0,0,0
254,254,0,0,0,0,0.001,0,0,0
255,255,0,0,0,0,0.001,0,0,0
256,256,0,0,1,100000,0.719,0,0,0
257,257,0,0,0,0,0.001,0,0,0
258,258,10,2,5,997500,0.884,0,0,0
259,259,1,0,0,0,0.001,0,0,0
260,260,0,0,0,0,0.001,0,0,0
261,261,24,4,3,1380000,0.902,0,0,0
262,262,16,1,4,6130500,0.949,0,0,0
263,263,19,5,4,282500,0.805,0,0,0
264,264,0,0,0,0,0.001,0,0,0
265,265,71,18,22,30179600,0.994,0,0,0
266,266,3,0,0,0,0.001,0,0,0
267,267,61,15,23,21041150,0.991,0,0,0
268,268,1,0,0,0,0.001,0,0,0
269,269,0,0,0,0,0.001,0,0,0
270,270,3,1,1,1200000,0.888,0,0,0
271,271,0,0,0,0,0.001,0,0,0
272,272,0,0,0,0,0.001,0,0,0
273,273,2,0,0,0,0.001,0,0,0
274,274,0,0,0,0,0.001,0,0,0
275,275,0,0,0,0,0.001,0,0,0
276,276,0,0,0,0,0.001,0,0,0
277,277,0,0,0,0,0.001,0,0,0
278,278,0,0,0,0,0.001,0,0,0
279,279,0,0,0,0,0.001,0,0,0
280,280,7,0,6,862200,0.871,0,0,0
281,281,0,0,0,0,0.001,0,0,0
282,282,17,1,4,347500,0.815,0,0,0
283,283,0,0,0,0,0.001,0,0,0
284,284,0,0,0,0,0.001,0,0,0
285,285,1,0,0,0,0.001,0,0,0
286,286,2,0,1,599100,0.853,0,0,0
287,287,0,0,0,0,0.001,0,0,0
288,288,0,0,0,0,0.001,0,0,0
289,289,8,1,2,478900,0.833,0,0,0
290,290,4,0,1,125000,0.73,0,0,0
291,291,7,0,2,697500,0.86,0,0,0
292,292,56,2,15,20908800,0.99,0,0,0
293,293,0,0,0,0,0.001,0,0,0
294,294,17,1,2,151000,0.768,0,0,0
295,295,64,11,20,9754335,0.968,0,0,0
296,296,0,0,0,0,0.001,0,0,0
297,297,0,0,0,0,0.001,0,0,0
298,298,0,0,0,0,0.001,0,0,0
299,299,10,1,10,5934500,0.946,0,0,0
300,300,0,0,0,0,0.001,0,0,0
301,301,0,0,1,75000,0.709,0,0,0
302,302,14,0,12,1769100,0.908,0,0,0
303,303,2,0,0,0,0.001,0,0,0
304,304,0,0,0,0,0.001,0,0,0
305,305,0,0,0,0,0.001,0,0,0
306,306,0,0,0,0,0.001,0,0,0
307,307,0,0,0,0,0.001,0,0,0
308,308,0,0,0,0,0.001,0,0,0
309,309,0,0,0,0,0.001,0,0,0
310,310,0,0,0,0,0.001,0,0,0
311,311,0,0,0,0,0.001,0,0,0
312,312,0,0,0,0,0.001,0,0,0
313,313,0,0,0,0,0.001,0,0,0
314,314,0,0,0,0,0.001,0,0,0
315,315,,,0,0,0.001,0,0,0
316,316,,,0,0,0.001,0,0,0
317,317,,,0,0,0.001,0,0,0
318,318,,,4,794825,0.868,0,0,0
319,319,,,0,0,0.001,0,0,0
320,320,,,5,997500,0.884,0,0,0
321,321,,,0,0,0.001,0,0,0
322,322,,,0,0,0.001,0,0,0
323,323,,,0,0,0.001,0,0,0
324,324,,,0,0,0.001,0,0,0
325,325,,,0,0,0.001,0,0,0
326,326,,,2,92500,0.718,0,0,0
327,327,,,0,0,0.001,0,0,0
328,328,,,1,100000,0.719,0,0,0
329,329,,,0,0,0.001,0,0,0
330,330,,,0,0,0.001,0,0,0
331,331,,,1,25000,0.693,0,0,0
332,332,,,0,0,0.001,0,0,0
333,333,,,0,0,0.001,0,0,0
334,334,,,0,0,0.001,0,0,0
335,335,,,0,0,0.001,0,0,0
336,336,,,0,0,0.001,0,0,0
337,337,,,9,1789200,0.909,0,0,0
338,338,,,1,17500,0.69,0,0,0
339,339,,,0,0,0.001,0,0,0
340,340,,,0,0,0.001,0,0,0
341,341,,,0,0,0.001,0,0,0
342,342,,,0,0,0.001,0,0,0
343,343,,,1,75000,0.709,0,0,0
344,344,,,0,0,0.001,0,0,0
345,345,,,8,920000,0.877,0,0,0
346,346,,,0,0,0.001,0,0,0
347,347,,,4,885000,0.876,0,0,0
348,348,,,0,0,0.001,0,0,0
349,349,,,16,4776450,0.939,0,0,0
350,350,,,0,0,0.001,0,0,0
351,351,,,4,667500,0.858,0,0,0
352,352,,,0,0,0.001,0,0,0
353,353,,,13,5059100,0.942,0,0,0
354,354,,,0,0,0.001,0,0,0
355,355,,,0,0,0.001,0,0,0
356,356,,,3,8675000,0.962,0,0,0
357,357,,,2,328000,0.812,0,0,0
358,358,,,7,4502500,0.938,0,0,0
359,359,,,0,0,0.001,0,0,0
360,360,,,0,0,0.001,0,0,0
361,361,,,0,0,0.001,0,0,0
362,362,,,0,0,0.001,0,0,0
363,363,,,0,0,0.001,0,0,0
364,364,,,0,0,0.001,0,0,0
365,365,,,0,0,0.001,0,0,0
366,366,,,6,880000,0.875,0,0,0
367,367,,,14,9535200,0.967,0,0,0
368,368,,,0,0,0.001,0,0,0
369,369,,,0,0,0.001,0,0,0
370,370,,,5,556000,0.844,0,0,0
371,371,,,4,1312175,0.9,0,0,0
372,372,,,19,8474100,0.961,0,0,0
373,373,,,0,0,0.001,0,0,0
374,374,,,0,0,0.001,0,0,0
375,375,,,0,0,0.001,0,0,0
376,376,,,0,0,0.001,0,0,0
377,377,,,0,0,0.001,0,0,0
378,378,,,0,0,0.001,0,0,0
379,379,,,0,0,0.001,0,0,0
380,380,,,0,0,0.001,0,0,0
381,381,,,0,0,0.001,0,0,0
382,382,,,0,0,0.001,0,0,0
383,383,,,0,0,0.001,0,0,0
384,384,,,0,0,0.001,0,0,0
385,385,,,0,0,0.001,0,0,0
386,386,,,0,0,0.001,0,0,0
387,387,,,0,0,0.001,0,0,0
388,388,,,2,145000,0.749,0,0,0
389,389,,,0,0,0.001,0,0,0
390,390,,,0,0,0.001,0,0,0
391,391,,,0,0,0.001,0,0,0
392,392,,,0,0,0.001,0,0,0
393,393,,,0,0,0.001,0,0,0
394,394,,,0,0,0.001,0,0,0
395,395,,,0,0,0.001,0,0,0
396,396,,,1,122500,0.729,0,0,0
397,397,,,6,1310700,0.899,0,0,0
398,398,,,0,0,0.001,0,0,0
399,399,,,0,0,0.001,0,0,0
400,400,,,1,10000,0.689,0,0,0
401,401,,,0,0,0.001,0,0,0
402,402,,,0,0,0.001,0,0,0
403,403,,,0,0,0.001,0,0,0
404,404,,,0,0,0.001,0,0,0
405,405,,,7,1216200,0.891,0,0,0
406,406,,,0,0,0.001,0,0,0
407,407,,,0,0,0.001,0,0,0
408,408,,,0,0,0.001,0,0,0
409,409,,,0,0,0.001,0,0,0
410,410,,,0,0,0.001,0,0,0
411,411,,,4,522500,0.839,0,0,0
412,412,,,0,0,0.001,0,0,0
413,413,,,2,125000,0.73,0,0,0
414,414,,,7,1314000,0.901,0,0,0
415,415,,,0,0,0.001,0,0,0
416,416,,,13,2008000,0.913,0,0,0
417,417,,,1,150000,0.751,0,0,0
418,418,,,0,0,0.001,0,0,0
419,419,,,12,5259400,0.944,0,0,0
420,420,,,8,310000,0.809,0,0,0
421,421,,,21,18473890,0.986,0,0,0
422,422,,,30,45241750,0.998,0,0,0
423,423,,,0,0,0.001,0,0,0
424,424,,,0,0,0.001,0,0,0
425,425,,,0,0,0.001,0,0,0
426,426,,,0,0,0.001,0,0,0
427,427,,,1,100000,0.719,0,0,0
428,428,,,0,0,0.001,0,0,0
429,429,,,3,647950,0.857,0,0,0
430,430,,,0,0,0.001,0,0,0
431,431,,,0,0,0.001,0,0,0
432,432,,,0,0,0.001,0,0,0
433,433,,,0,0,0.001,0,0,0
434,434,,,0,0,0.001,0,0,0
435,435,,,0,0,0.001,0,0,0
436,436,,,0,0,0.001,0,0,0
437,437,,,0,0,0.001,0,0,0
438,438,,,1,110000,0.728,0,0,0
439,439,,,0,0,0.001,0,0,0
440,440,,,3,425500,0.829,0,0,0
441,441,,,0,0,0.001,0,0,0
442,442,,,0,0,0.001,0,0,0
443,443,,,0,0,0.001,0,0,0
444,444,,,0,0,0.001,0,0,0
445,445,,,0,0,0.001,0,0,0
446,446,,,12,7188300,0.954,0,0,0
447,447,,,0,0,0.001,0,0,0
448,448,,,1,2500,0.685,0,0,0
449,449,,,0,0,0.001,0,0,0
450,450,,,0,0,0.001,0,0,0
451,451,,,0,0,0.001,0,0,0
452,452,,,0,0,0.001,0,0,0
453,453,,,0,0,0.001,0,0,0
454,454,,,1,55000,0.706,0,0,0
455,455,,,0,0,0.001,0,0,0
456,456,,,0,0,0.001,0,0,0
457,457,,,3,315000,0.81,0,0,0
458,458,,,0,0,0.001,0,0,0
459,459,,,0,0,0.001,0,0,0
460,460,,,0,0,0.001,0,0,0
461,461,,,3,747500,0.865,0,0,0
462,462,,,6,1297500,0.896,0,0,0
463,463,,,0,0,0.001,0,0,0
464,464,,,0,0,0.001,0,0,0
465,465,,,0,0,0.001,0,0,0
466,466,,,0,0,0.001,0,0,0
467,467,,,0,0,0.001,0,0,0
468,468,,,0,0,0.001,0,0,0
469,469,,,23,15406575,0.983,0,0,0
470,470,,,6,4425000,0.937,0,0,0
471,471,,,11,5207500,0.943,0,0,0
472,472,,,4,2838500,0.923,0,0,0
473,473,,,3,921500,0.878,0,0,0
474,474,,,0,0,0.001,0,0,0
475,475,,,0,0,0.001,0,0,0
476,476,,,0,0,0.001,0,0,0
477,477,,,0,0,0.001,0,0,0
478,478,,,0,0,0.001,0,0,0
479,479,,,3,437500,0.831,0,0,0
480,480,,,0,0,0.001,0,0,0
481,481,,,0,0,0.001,0,0,0
482,482,,,0,0,0.001,0,0,0
483,483,,,8,7975000,0.959,0,0,0
484,484,,,1,125000,0.73,0,0,0
485,485,,,0,0,0.001,0,0,0
486,486,,,0,0,0.001,0,0,0
487,487,,,0,0,0.001,0,0,0
488,488,,,29,29581400,0.993,0,0,0
489,489,,,0,0,0.001,0,0,0
490,490,,,14,2330812,0.916,0,0,0
491,491,,,0,0,0.001,0,0,0
492,492,,,7,1848300,0.912,0,0,0
493,493,,,0,0,0.001,0,0,0
494,494,,,0,0,0.001,0,0,0
495,495,,,0,0,0.001,0,0,0
496,496,,,1,100000,0.719,0,0,0
497,497,,,0,0,0.001,0,0,0
498,498,,,0,0,0.001,0,0,0
499,499,,,2,491400,0.835,0,0,0
500,500,,,0,0,0.001,0,0,0
501,501,,,0,0,0.001,0,0,0
502,502,,,0,0,0.001,0,0,0
503,503,,,1,7500,0.688,0,0,0
504,504,,,0,0,0.001,0,0,0
505,505,,,1,175000,0.772,0,0,0
506,506,,,0,0,0.001,0,0,0
507,507,,,0,0,0.001,0,0,0
508,508,,,0,0,0.001,0,0,0
509,509,,,0,0,0.001,0,0,0
510,510,,,0,0,0.001,0,0,0
511,511,,,0,0,0.001,0,0,0
512,512,,,0,0,0.001,0,0,0
513,513,,,0,0,0.001,0,0,0
514,514,,,0,0,0.001,0,0,0
515,515,,,0,0,0.001,0,0,0
516,516,,,2,147500,0.75,0,0,0
517,517,,,0,0,0.001,0,0,0
518,518,,,0,0,0.001,0,0,0
519,519,,,2,367000,0.82,0,0,0
520,520,,,0,0,0.001,0,0,0
521,521,,,0,0,0.001,0,0,0
522,522,,,1,0,0.001,0,0,0
523,523,,,22,13389600,0.978,0,0,0
524,524,,,0,0,0.001,0,0,0
525,525,,,9,6674350,0.951,0,0,0
526,526,,,0,0,0.001,0,0,0
527,527,,,5,1278500,0.895,0,0,0
528,528,,,0,0,0.001,0,0,0
529,529,,,0,0,0.001,0,0,0
530,530,,,0,0,0.001,0,0,0
531,531,,,3,375000,0.821,0,0,0
532,532,,,5,5835000,0.945,0,0,0
533,533,,,2,70000,0.708,0,0,0
534,534,,,0,0,0.001,0,0,0
535,535,,,0,0,0.001,0,0,0
536,536,,,2,225000,0.788,0,0,0
537,537,,,1,125000,0.73,0,0,0
538,538,,,0,0,0.001,0,0,0
539,539,,,0,0,0.001,0,0,0
540,540,,,0,0,0.001,0,0,0
541,541,,,0,0,0.001,0,0,0
542,542,,,0,0,0.001,0,0,0
543,543,,,18,11675900,0.973,0,0,0
544,544,,,0,0,0.001,0,0,0
545,545,,,0,0,0.001,0,0,0
546,546,,,3,235000,0.793,0,0,0
547,547,,,0,0,0.001,0,0,0
548,548,,,0,0,0.001,0,0,0
549,549,,,2,80000,0.715,0,0,0
550,550,,,0,0,0.001,0,0,0
551,551,,,9,2090800,0.915,0,0,0
552,552,,,1,125000,0.73,0,0,0
553,553,,,0,0,0.001,0,0,0
554,554,,,0,0,0.001,0,0,0
555,555,,,0,0,0.001,0,0,0
556,556,,,0,0,0.001,0,0,0
557,557,,,0,0,0.001,0,0,0
558,558,,,0,0,0.001,0,0,0
559,559,,,3,347500,0.815,0,0,0
560,560,,,0,0,0.001,0,0,0
561,561,,,4,520000,0.838,0,0,0
562,562,,,0,0,0.001,0,0,0
563,563,,,1,20000,0.691,0,0,0
564,564,,,0,0,0.001,0,0,0
565,565,,,9,3155700,0.925,0,0,0
566,566,,,1,220000,0.786,0,0,0
567,567,,,2,150000,0.751,0,0,0
568,568,,,0,0,0.001,0,0,0
569,569,,,1,50000,0.697,0,0,0
570,570,,,0,0,0.001,0,0,0
571,571,,,0,0,0.001,0,0,0
572,572,,,0,0,0.001,0,0,0
573,573,,,1,953100,0.88,0,0,0
574,574,,,0,0,0.001,0,0,0
575,575,,,0,0,0.001,0,0,0
576,576,,,12,3983300,0.933,0,0,0
577,577,,,0,0,0.001,0,0,0
578,578,,,0,0,0.001,0,0,0
579,579,,,0,0,0.001,0,0,0
580,580,,,26,16106100,0.985,0,0,0
581,581,,,27,13072235,0.976,0,0,0
582,582,,,8,1152500,0.887,0,0,0
583,583,,,0,0,0.001,0,0,0
584,584,,,23,13533600,0.979,0,0,0
585,585,,,0,0,0.001,0,0,0
586,586,,,2,1300000,0.897,0,0,0
587,587,,,8,1442500,0.904,0,0,0
588,588,,,19,5963000,0.947,0,0,0
589,589,,,23,18550200,0.987,0,0,0
590,590,,,0,0,0.001,0,0,0
591,591,,,0,0,0.001,0,0,0
592,592,,,0,0,0.001,0,0,0
593,593,,,0,0,0.001,0,0,0
594,594,,,0,0,0.001,0,0,0
595,595,,,3,325000,0.811,0,0,0
596,596,,,0,0,0.001,0,0,0
597,597,,,0,0,0.001,0,0,0
598,598,,,0,0,0.001,0,0,0
599,599,,,2,225000,0.788,0,0,0
600,600,,,0,0,0.001,0,0,0
601,601,,,7,875000,0.874,0,0,0
602,602,,,0,0,0.001,0,0,0
603,603,,,0,0,0.001,0,0,0
604,604,,,0,0,0.001,0,0,0
605,605,,,0,0,0.001,0,0,0
606,606,,,0,0,0.001,0,0,0
607,607,,,4,545000,0.841,0,0,0
608,608,,,0,0,0.001,0,0,0
609,609,,,0,0,0.001,0,0,0
610,610,,,0,0,0.001,0,0,0
611,611,,,0,0,0.001,0,0,0
612,612,,,1,75000,0.709,0,0,0
613,613,,,1,20000,0.691,0,0,0
614,614,,,5,700500,0.861,0,0,0
615,615,,,0,0,0.001,0,0,0
616,616,,,0,0,0.001,0,0,0
617,617,,,1,80000,0.715,0,0,0
618,618,,,1,125000,0.73,0,0,0
619,619,,,6,1202500,0.89,0,0,0
620,620,,,0,0,0.001,0,0,0
621,621,,,0,0,0.001,0,0,0
622,622,,,2,872500,0.872,0,0,0
623,623,,,2,247500,0.797,0,0,0
624,624,,,0,0,0.001,0,0,0
625,625,,,0,0,0.001,0,0,0
626,626,,,0,0,0.001,0,0,0
627,627,,,3,175000,0.772,0,0,0
628,628,,,0,0,0.001,0,0,0
629,629,,,1,350000,0.817,0,0,0
630,630,,,2,175000,0.772,0,0,0
631,631,,,0,0,0.001,0,0,0
632,632,,,2,2000,0.683,0,0,0
633,633,,,1,5000,0.686,0,0,0
634,634,,,1,201000,0.783,0,0,0
635,635,,,0,0,0.001,0,0,0
636,636,,,1,100000,0.719,0,0,0
637,637,,,0,0,0.001,0,0,0
638,638,,,1,27500,0.694,0,0,0
639,639,,,0,0,0.001,0,0,0
640,640,,,1,50000,0.697,0,0,0
641,641,,,0,0,0.001,0,0,0
642,642,,,0,0,0.001,0,0,0
643,643,,,6,2070000,0.914,0,0,0
644,644,,,1,0,0.001,0,0,0
645,645,,,0,0,0.001,0,0,0
646,646,,,0,0,0.001,0,0,0
647,647,,,0,0,0.001,0,0,0
